#id RA DEC X Y F115W F115W_err F150W F150W_err F200W F200W_err F277W F277W_err F356W F356W_err F410M F410M_err F444W F444W_err
4511 214.9583971 52.9753106 3659.4729 1019.3478 0.0 0.0 28.3781 0.1178 28.8811 0.1741 27.8195 0.0682 28.2355 0.082 0.0 0.0 27.9215 0.1172
4512 214.931615 52.9563374 755.4149 1010.5103 27.2107 0.0584 26.3779 0.0607 27.2203 0.0617 25.6597 0.0257 25.3358 0.0314 26.3005 0.0532 25.695 0.0502
4513 214.9287045 52.9542657 438.9259 1010.1813 27.8428 0.0866 27.2598 0.0945 26.4531 0.027 25.2936 0.0177 25.1636 0.0189 25.2871 0.0313 25.155 0.0326
4514 214.9914185 52.9990108 7266.6597 1004.7781 24.346 0.0101 24.2013 0.0068 24.0298 0.0048 22.5629 0.0028 22.5779 0.0026 22.6813 0.0041 22.6081 0.0033
4515 214.9433768 52.9646865 2032.3304 1013.3474 27.1013 0.0397 26.7004 0.0313 27.0523 0.0365 25.6216 0.0194 25.5011 0.0183 25.7294 0.0374 25.6613 0.0258
4516 214.957002 52.9743482 3510.5232 1016.9822 0.0 0.0 28.5704 0.1416 0.0 0.0 28.3251 0.0865 27.5188 0.087 0.0 0.0 28.1861 0.1032
4517 214.9448648 52.9657051 2190.5173 1016.5131 0.0 0.0 26.9672 0.0799 23.0653 0.0138 0.0 0.0 27.5654 0.2885 0.0 0.0 29.9691 1.1402
4518 214.9341738 52.9581157 1029.8325 1014.0193 28.0893 0.1131 28.099 0.1295 27.3903 0.0595 26.4082 0.0536 27.1049 0.0571 26.3965 0.0706 26.7208 0.0605
4519 215.0119235 53.0135303 9488.5908 1009.2795 26.8216 0.0712 26.8793 0.041 26.5923 0.042 25.155 0.0169 25.0842 0.0148 0.0 0.0 25.0903 0.0278
4520 215.0016991 53.0061735 8370.2979 1015.9724 0.0 0.0 0.0 0.0 28.9718 0.1328 27.432 0.0623 27.81 0.0811 27.3424 0.1138 28.1234 0.1152
4521 214.9592305 52.9760888 3766.5554 1005.4639 27.3268 0.0574 27.3333 0.0532 26.6033 0.0426 25.4129 0.0193 25.4485 0.0188 25.4515 0.0292 25.3205 0.0233
4522 214.9810183 52.9916136 6136.6411 1004.5884 25.6885 0.0189 25.3575 0.018 25.4579 0.0122 23.9669 0.0076 24.4194 0.0099 24.6306 0.0216 24.7351 0.0197
4523 214.9843469 52.9939077 6491.7822 1010.2034 26.4924 0.0499 26.608 0.0359 26.3403 0.0242 25.1093 0.0162 24.9037 0.0169 25.287 0.0318 25.5053 0.0424
4524 214.977721 52.9891809 5770.5747 1011.0591 26.4663 0.0495 26.6363 0.045 26.7904 0.0301 0.0 0.0 25.229 0.0253 25.6623 0.0635 26.2068 0.0494
4525 214.9574774 52.9748314 3575.1052 1006.0986 28.0701 0.0856 27.7749 0.0668 27.3272 0.0433 25.936 0.0244 25.5948 0.022 25.8643 0.0343 26.1731 0.0417
4526 214.9464497 52.9652788 2224.3916 1133.623 0.0 0.0 0.0 0.0 0.0 0.0 25.389 0.0569 27.5972 0.0873 27.1545 0.1155 28.3235 0.099
4527 214.9795872 52.9906664 5987.4321 999.2159 27.0969 0.0626 26.7515 0.0334 26.3283 0.0223 24.7807 0.0128 24.7786 0.0126 24.8785 0.0216 24.5077 0.024
4528 214.956022 52.9718497 3243.5735 1152.5035 28.9393 0.1284 27.9734 0.0667 27.734 0.0782 25.3138 0.0338 25.1956 0.029 24.9839 0.0285 25.7259 0.0396
4529 214.9597223 52.9729914 3512.9968 1265.0131 28.0691 0.1414 0.0 0.0 0.0 0.0 27.2085 0.07 27.0809 0.0754 0.0 0.0 27.0446 0.1141
4530 214.9804311 52.9911165 6065.7651 1010.5524 27.8225 0.1123 28.8769 0.1229 28.584 0.0827 27.2623 0.0637 26.8492 0.071 27.9429 0.1139 27.3698 0.0804
4531 214.9505782 52.9699761 2829.9324 1001.5436 26.5006 0.0369 26.7199 0.0357 26.1531 0.0212 24.9075 0.0158 24.8343 0.019 25.3248 0.0337 25.1122 0.0391
4532 214.9801376 52.9909968 6041.7939 1003.8398 27.9841 0.0679 26.7089 0.0553 28.0103 0.0571 25.6994 0.0212 25.4197 0.0215 25.5059 0.0301 25.8085 0.0406
4533 215.0093951 53.0118441 9223.8984 1000.9327 26.5591 0.0289 26.158 0.0219 25.6154 0.0129 24.2016 0.0076 24.345 0.0081 24.2341 0.0138 24.3885 0.0124
4534 214.997294 53.0031189 7898.7051 1010.1059 0.0 0.0 0.0 0.0 0.0 0.0 28.4318 0.1051 28.1303 0.1123 27.6784 0.1006 27.7359 0.1617
4535 214.9570776 52.9745078 3528.1631 1009.0233 0.0 0.0 0.0 0.0 28.1372 0.0881 28.3251 0.0865 27.5188 0.087 0.0 0.0 28.2192 0.1056
4536 214.9549875 52.9730443 3303.0779 1007.0912 28.808 0.1885 28.3682 0.0812 28.242 0.0934 26.9742 0.045 26.5556 0.05 26.7168 0.0724 26.8664 0.0584
4537 214.9827437 52.9932846 6363.6274 971.2173 25.517 0.0334 23.7922 0.0068 22.8991 0.0031 20.8847 0.0013 20.7337 0.0008 20.7056 0.0011 20.6276 0.001
4538 214.9817715 52.993113 6304.2754 932.0372 22.2982 0.0018 21.8429 0.0011 21.3921 0.0008 19.6929 0.0004 19.5399 0.0003 19.6624 0.0005 19.7369 0.0004
4539 214.9367228 52.960085 1320.8094 1002.6155 28.2422 0.0829 28.0101 0.0897 27.5406 0.097 26.5527 0.0513 26.7766 0.0445 26.4085 0.0542 26.3668 0.0478
4540 214.988586 52.9970951 6967.7129 997.3027 27.0385 0.0688 27.7362 0.0795 27.7058 0.0484 25.2045 0.0185 25.4613 0.0255 25.9109 0.0389 25.4047 0.0468
4541 215.0122994 53.0140249 9549.6523 992.1423 0.0 0.0 0.0 0.0 0.0 0.0 23.1442 0.008 23.3038 0.0077 23.9082 0.0257 23.5648 0.0174
4542 214.9617907 52.9780924 4061.0479 991.9174 25.34 0.0201 25.5972 0.0164 25.3928 0.0132 23.6271 0.0047 24.0349 0.0065 23.7798 0.0088 24.4873 0.0121
4543 214.9523861 52.9714117 3039.7441 990.4584 25.232 0.013 24.7937 0.008 24.6785 0.007 23.4521 0.0045 23.223 0.0052 23.375 0.0066 23.4184 0.0061
4544 214.9834304 52.9936359 6426.0352 981.5568 26.3088 0.0207 25.7174 0.0129 25.2316 0.0099 0.0 0.0 23.8739 0.0066 24.0033 0.0132 23.9112 0.0114
4545 214.9511879 52.9701188 2870.2766 1023.5068 27.5666 0.0556 27.347 0.0508 27.5283 0.0353 26.246 0.0264 26.2645 0.0361 26.627 0.0628 26.7564 0.0563
4546 214.9789733 52.9902224 5920.0732 999.7501 0.0 0.0 0.0 0.0 28.6845 0.0723 27.3198 0.0824 27.7123 0.0952 0.0 0.0 27.8068 0.1465
4547 215.0113086 53.0135631 9463.6318 973.8817 25.9394 0.0526 26.0398 0.0417 24.9898 0.016 22.0208 0.0027 22.1007 0.0025 21.4175 0.0029 21.7719 0.0024
4548 214.9337492 52.9581881 1017.0401 985.7833 24.1073 0.0059 23.9802 0.0051 23.8155 0.0038 22.4411 0.0024 22.5734 0.0025 22.7711 0.0046 22.9868 0.0044
4549 214.9997064 53.0051156 8185.7979 988.9317 27.4076 0.0886 26.963 0.0622 26.9547 0.0587 25.6077 0.0273 25.429 0.0243 25.4485 0.0514 25.5037 0.0597
4550 214.9457222 52.9667675 2324.0139 982.5588 0.0 0.0 30.7418 1.5807 29.2497 0.1469 26.1063 0.0413 26.9703 0.0768 0.0 0.0 27.3109 0.1095
4551 215.00607 53.0093599 8852.0557 1010.0262 0.0 0.0 26.9962 0.0451 26.6811 0.0412 25.0422 0.0182 25.2042 0.0171 25.1435 0.0291 25.1334 0.0232
4552 215.0104088 53.0126652 9342.9355 993.3502 0.0 0.0 0.0 0.0 28.4287 0.1152 26.2555 0.0427 26.1481 0.0442 28.0469 0.1001 26.6119 0.0725
4553 214.9250791 52.9516527 41.7823 1012.1898 27.0818 0.0893 25.137 0.0313 26.3324 0.0297 0.0 0.0 0.0 0.0 25.0202 0.0464 25.0578 0.0301
4554 214.9560788 52.9741394 3450.0732 983.1914 25.9988 0.0258 25.9468 0.0264 25.597 0.0186 24.441 0.0097 24.6147 0.0101 24.591 0.0172 24.8455 0.0223
4555 214.9408886 52.9632003 1787.1603 991.6987 0.0 0.0 0.0 0.0 28.2262 0.1209 28.1746 0.1517 28.1669 0.1015 27.2441 0.1049 27.0797 0.0986
4556 214.963183 52.9770359 4030.0679 1146.1143 0.0 0.0 27.7496 0.1046 28.2969 0.0921 26.5032 0.0422 26.9567 0.0547 27.1657 0.0896 27.4508 0.1244
4557 214.9860256 52.9955828 6717.0142 974.0038 24.1563 0.0116 23.8504 0.0064 23.7159 0.0049 22.4709 0.003 22.4072 0.0027 22.4332 0.0046 22.4687 0.0038
4558 214.9947514 53.0016096 7649.0889 987.5957 27.1345 0.0492 26.685 0.0346 26.4864 0.0419 25.129 0.0199 25.6661 0.0254 25.5114 0.0436 26.3897 0.0686
4559 214.9776643 52.9894183 5789.1338 990.1479 27.5057 0.0953 28.2493 0.13 28.3651 0.0852 25.8005 0.0415 0.0 0.0 0.0 0.0 27.0262 0.1173
4560 214.9550874 52.9734177 3340.8569 984.343 26.3482 0.0546 26.552 0.0359 26.3367 0.026 25.041 0.0185 25.1371 0.015 25.3216 0.0251 25.1582 0.0208
4561 214.9334947 52.957934 982.8603 991.2477 0.0 0.0 0.0 0.0 28.1954 0.1158 26.7249 0.0703 27.2028 0.0724 27.4792 0.1218 27.1297 0.0745
4562 214.9916014 52.9993926 7308.9399 985.8181 28.6528 0.15 27.7774 0.0922 27.4271 0.0558 26.4911 0.0915 26.2282 0.0527 26.7135 0.0994 26.4689 0.0638
4563 215.0125379 53.0134652 9510.6436 1047.0863 25.8037 0.0455 26.0409 0.0384 24.5722 0.0108 23.3265 0.0063 23.3654 0.0069 23.8278 0.0185 23.4495 0.01
4564 214.9633598 52.9794209 4250.4819 976.0416 24.95 0.0175 24.8452 0.0148 24.4213 0.0127 23.3398 0.0045 23.3467 0.0047 23.4514 0.009 23.517 0.0091
4565 214.9400068 52.9626423 1697.4846 986.3756 27.3212 0.0748 28.0401 0.1428 27.5811 0.0781 25.4815 0.0319 25.4942 0.0331 26.7701 0.094 26.6224 0.0984
4566 215.0051419 53.0091124 8787.9541 978.9607 26.9271 0.0506 26.8617 0.0373 26.4371 0.0315 25.0085 0.0154 25.0692 0.0149 24.8366 0.0346 25.2066 0.0299
4567 214.9539232 52.9730028 3251.1316 953.1352 24.8538 0.0199 24.4549 0.0118 24.0863 0.01 23.0343 0.0057 23.164 0.0058 23.3667 0.0096 23.0126 0.0073
4568 215.0037772 53.0081256 8638.2598 980.215 28.5171 0.1311 27.8652 0.1176 27.8439 0.1102 26.4695 0.086 26.6196 0.0734 0.0 0.0 26.4492 0.1027
4569 214.9971341 53.0008911 7693.1401 1169.3589 27.7277 0.0947 28.4181 0.0867 28.0762 0.083 26.836 0.0469 27.3205 0.0538 27.5775 0.1352 26.706 0.0518
4570 214.9790263 52.990542 5950.9258 978.528 27.5552 0.0754 26.8116 0.051 27.173 0.0355 25.9797 0.0267 25.6593 0.0259 26.3216 0.0591 25.6788 0.0558
4571 214.9971936 53.003322 7912.228 989.4368 27.2146 0.062 25.8994 0.0262 25.5028 0.0185 23.9256 0.0076 23.9377 0.0065 23.8868 0.0106 23.9326 0.0094
4572 214.92816 52.9542183 410.0194 984.5207 0.0 0.0 0.0 0.0 28.1278 0.1259 26.8251 0.0754 26.8875 0.0875 26.3612 0.082 27.7622 0.1595
4573 214.9941524 53.0010636 7573.3281 996.629 28.9032 0.1084 28.719 0.094 27.9421 0.1021 27.3554 0.0609 27.3172 0.0597 0.0 0.0 27.1677 0.0858
4574 214.9807356 52.9914155 6106.1909 1004.3542 0.0 0.0 28.8695 0.1615 27.9659 0.0899 26.4324 0.0601 27.4834 0.0962 0.0 0.0 27.5933 0.1039
4575 215.0035679 53.0079414 8612.373 982.8807 0.0 0.0 0.0 0.0 28.546 0.1957 27.8253 0.3 27.3131 0.1778 27.7277 0.3375 28.1959 0.2854
4576 215.0028833 53.0075093 8542.8799 978.7677 28.2447 0.094 28.028 0.0693 27.7648 0.0576 26.5096 0.0389 25.5847 0.0157 25.0412 0.0187 25.228 0.0148
4577 215.0066601 53.0053274 8519.8779 1345.4332 24.9511 0.0079 25.1677 0.0091 24.8924 0.0063 23.5109 0.004 23.5541 0.0037 23.8776 0.0079 24.0155 0.0073
4578 214.9384892 52.9616781 1542.7954 977.5122 26.8104 0.0624 27.4836 0.0571 26.8715 0.0379 25.4531 0.0196 25.7975 0.0243 25.8135 0.0361 26.1045 0.0378
4579 215.0046536 53.0087864 8736.8018 977.3712 28.3447 0.1765 28.5871 0.1047 27.4061 0.0679 25.8816 0.0253 26.242 0.0278 25.8241 0.0436 26.2627 0.0427
4580 214.9344694 52.9587838 1102.7458 979.6089 0.0 0.0 27.9028 0.11 27.2976 0.0759 26.1824 0.0399 27.6283 0.096 26.9316 0.0994 27.5065 0.1471
4581 215.0096544 53.0123445 9280.1885 977.1144 28.326 0.09 28.2715 0.0789 27.8694 0.0641 26.9762 0.0463 26.4139 0.0366 0.0 0.0 27.4356 0.0781
4582 214.9984475 53.0045413 8077.6094 964.756 27.7154 0.0704 27.8341 0.0579 27.8463 0.0572 25.8299 0.0248 24.4261 0.0068 24.3858 0.0122 23.5627 0.0048
4583 214.9817555 52.9925576 6254.104 973.0082 26.5535 0.068 26.4889 0.036 26.6607 0.0556 0.0 0.0 0.0 0.0 25.6205 0.0404 25.8474 0.0728
4584 214.9452384 52.9666637 2292.8411 964.4106 0.0 0.0 26.2231 0.1091 28.2079 0.1063 0.0 0.0 0.0 0.0 27.5361 0.0895 26.3898 0.2682
4585 214.9429668 52.9648989 2032.6705 975.3624 27.7912 0.0621 27.7056 0.0764 27.6928 0.0561 26.062 0.0353 26.4557 0.0374 26.8014 0.0651 26.748 0.0523
4586 214.9612673 52.9779301 4022.8665 976.0702 28.196 0.1806 27.983 0.1801 27.6019 0.1075 26.0301 0.0504 26.8194 0.0773 0.0 0.0 27.2429 0.1307
4587 214.9444719 52.9660216 2200.9033 971.6166 0.0 0.0 27.9241 0.1368 26.5843 0.0675 27.6679 0.1683 0.0 0.0 0.0 0.0 27.5104 0.1233
4588 214.9534383 52.9724021 3175.6475 972.3436 0.0 0.0 28.3194 0.1034 28.134 0.0644 26.4338 0.0594 26.7488 0.0493 27.3559 0.0804 26.6602 0.0612
4589 214.9620581 52.9785109 4110.436 974.7456 0.0 0.0 27.5715 0.0945 27.5321 0.085 26.9825 0.0581 27.1179 0.0596 0.0 0.0 28.528 0.1505
4590 214.9518439 52.9712214 2998.2166 975.7 0.0 0.0 0.0 0.0 26.6773 0.0707 26.446 0.0964 26.8995 0.0792 0.0 0.0 27.6508 0.1329
4591 214.9518684 52.9712836 3004.8677 972.3361 0.0 0.0 0.0 0.0 26.6773 0.0707 26.446 0.0964 26.8995 0.0792 0.0 0.0 27.9523 0.1537
4592 215.0108915 53.0132474 9416.6309 975.3352 25.7557 0.0288 25.7414 0.0223 25.404 0.0183 23.0077 0.004 23.7681 0.0066 23.1035 0.0075 23.5246 0.0073
4593 215.0038338 53.0084323 8668.124 960.1412 26.6922 0.066 26.7476 0.0602 26.4604 0.0322 24.9229 0.0169 24.847 0.0125 25.0511 0.0326 25.0228 0.0204
4594 215.0122786 53.0146012 9600.0 947.6046 26.2244 0.031 25.3392 0.0267 24.7251 0.013 22.4982 0.0038 22.555 0.0031 22.3198 0.0039 22.1792 0.0028
4595 215.0127115 53.0137835 9546.8477 1032.3938 24.8658 0.0229 24.6077 0.0112 24.3733 0.0084 22.9439 0.0045 22.9733 0.0041 23.1253 0.009 22.915 0.0068
4596 214.9883673 52.9974394 6988.4497 959.6463 26.2087 0.04 25.6614 0.0246 25.4207 0.0175 24.2928 0.0178 24.4234 0.0178 24.2405 0.0199 24.5741 0.019
4597 214.9483425 52.9688067 2624.4292 969.6399 29.0046 0.4159 28.113 0.0976 27.5046 0.0693 26.2818 0.0385 26.6372 0.0374 26.6055 0.057 26.0836 0.0541
4598 214.977501 52.9895514 5793.584 971.3716 28.0954 0.1179 27.6881 0.0697 28.5379 0.0782 27.4122 0.0951 26.6612 0.0985 0.0 0.0 27.7651 0.1392
4599 214.9619367 52.9784802 4102.1958 970.5547 0.0 0.0 27.5715 0.0945 27.5321 0.085 26.9825 0.0581 27.1179 0.0596 0.0 0.0 27.469 0.0697
4600 214.9297615 52.9555421 600.5461 970.8736 0.0 0.0 28.4202 0.0917 27.7814 0.0987 26.8182 0.061 27.169 0.067 0.0 0.0 26.8288 0.0854
4601 214.995675 53.0027061 7788.5654 954.4754 22.89 0.0096 23.1271 0.0116 23.3362 0.0229 21.5488 0.0023 21.6763 0.0023 21.8713 0.0047 22.112 0.0046
4602 214.9477112 52.9685248 2570.7075 956.9897 26.6469 0.052 25.759 0.0343 25.8636 0.022 24.4127 0.0134 24.6059 0.0139 24.5401 0.0199 24.7088 0.0186
4603 214.9411919 52.9636934 1844.8372 970.8594 0.0 0.0 0.0 0.0 28.4028 0.0841 26.3222 0.0377 26.9228 0.0462 27.1263 0.0703 27.0564 0.0597
4604 214.9865441 52.9952449 6710.4282 1027.2335 0.0 0.0 0.0 0.0 29.063 0.1006 27.0647 0.0939 26.5979 0.0667 26.7897 0.1083 28.0746 0.2268
4605 214.9940122 53.0013436 7591.897 968.0292 27.8308 0.0964 28.2977 0.0795 27.4821 0.0626 26.681 0.0401 27.4569 0.0627 0.0 0.0 26.5947 0.0926
4606 214.9500141 52.9700603 2811.8569 964.947 0.0 0.0 27.507 0.0872 28.0765 0.0642 26.3563 0.0611 27.1001 0.0556 26.5879 0.0775 27.1086 0.0865
4607 214.9380395 52.961548 1510.8235 963.1738 0.0 0.0 0.0 0.0 28.3988 0.1085 26.7424 0.0451 27.0705 0.0786 27.4535 0.0858 26.5627 0.0512
4608 215.0155203 53.0167178 9935.3242 961.6965 27.0263 0.0591 27.1053 0.0673 27.0899 0.0573 25.0111 0.0146 26.0218 0.0237 25.5248 0.0368 25.7286 0.0381
4609 214.9802259 52.9915732 6097.1206 965.1605 0.0 0.0 0.0 0.0 27.8762 0.0938 26.0267 0.072 26.3531 0.0729 0.0 0.0 27.3343 0.1202
4610 214.9801227 52.991558 6091.0908 960.7731 0.0 0.0 0.0 0.0 27.8762 0.0938 26.0267 0.072 26.3531 0.0729 0.0 0.0 28.2084 0.2042
4611 214.9549837 52.9736415 3356.0923 961.9304 27.9324 0.1047 26.9384 0.0458 27.3873 0.0505 26.2864 0.0465 26.6825 0.0404 26.3511 0.0523 26.3521 0.0461
4612 214.9443985 52.9661423 2208.3259 958.5961 0.0 0.0 27.9241 0.1368 26.5843 0.0675 26.8096 0.101 27.9279 0.0956 0.0 0.0 27.7429 0.108
4613 215.013721 53.0154563 9741.4932 960.4042 26.8706 0.0512 26.5873 0.0506 26.2115 0.0257 25.014 0.0183 25.5439 0.0195 25.6881 0.0371 25.6756 0.0283
4614 214.9543154 52.9724803 3222.3767 1013.4977 0.0 0.0 28.794 0.095 29.2152 0.1107 0.0 0.0 27.48 0.0683 27.7738 0.0913 27.6148 0.0782
4615 214.9964213 53.0032702 7872.6099 951.9629 0.0 0.0 25.6703 0.0386 25.1141 0.0188 24.0919 0.0113 24.0201 0.0077 24.1311 0.0135 24.1603 0.0143
4616 214.9324515 52.9576087 906.5938 959.7449 28.2664 0.0936 27.6828 0.0885 26.876 0.044 25.7467 0.0298 25.9478 0.0282 26.0881 0.0489 26.199 0.0451
4617 214.9245903 52.952057 55.6429 955.537 25.9313 0.0595 25.8571 0.0313 25.7646 0.0212 0.0 0.0 0.0 0.0 24.7809 0.065 25.013 0.0429
4618 214.9851369 52.9951187 6635.4072 961.335 25.4162 0.0183 25.0232 0.0128 24.623 0.0089 23.1568 0.0049 23.2258 0.0046 23.3757 0.0103 23.5314 0.0094
4619 214.949297 52.9695839 2736.9241 962.3411 28.3568 0.147 27.2094 0.0746 27.9834 0.0794 26.9388 0.0478 27.8006 0.0721 0.0 0.0 27.687 0.083
4620 214.961903 52.9786602 4116.6958 955.1937 27.3335 0.1007 27.1572 0.081 27.0253 0.0594 25.8717 0.0284 26.0192 0.0272 27.3449 0.0995 26.7522 0.0534
4621 214.9976298 53.0040576 7997.4868 957.3932 27.7413 0.1062 28.6861 0.097 27.7857 0.0649 26.3382 0.0462 26.5479 0.0388 27.4127 0.1018 26.3641 0.0697
4622 214.9941185 53.0016018 7619.7046 954.2768 26.1282 0.0357 26.9601 0.0402 26.8783 0.0373 25.3846 0.0187 25.4388 0.0188 25.4885 0.0338 25.5532 0.0318
4623 214.9856112 52.9954836 6689.3892 959.2716 27.8234 0.0576 28.0013 0.0575 27.939 0.0494 26.7673 0.086 0.0 0.0 0.0 0.0 28.1336 0.1576
4624 214.952012 52.9715886 3038.5413 957.0819 0.0 0.0 0.0 0.0 27.9449 0.0768 26.1419 0.0375 25.8847 0.0241 25.8246 0.0376 26.8569 0.0962
4625 214.9869585 52.9965204 6842.7744 953.3776 26.5155 0.031 26.5433 0.0292 26.1625 0.0214 25.1638 0.0149 25.1788 0.0144 24.8862 0.0225 25.2896 0.0191
4626 215.0033876 53.0082533 8631.9609 949.7302 27.5169 0.098 26.4707 0.0555 26.5243 0.0449 25.3135 0.0296 25.2366 0.0177 25.909 0.0629 25.6109 0.0469
4627 215.0030441 53.0080963 8602.417 943.1626 25.7519 0.0315 25.1737 0.0172 25.237 0.0131 23.6905 0.0073 23.7608 0.0059 23.8469 0.0134 23.7075 0.0101
4628 214.9887805 52.9979676 7054.1992 942.0128 25.315 0.0143 25.4145 0.0119 25.1347 0.0091 23.0083 0.0034 23.3681 0.0044 24.0055 0.0106 24.053 0.0091
4629 214.9310836 52.9568513 777.1129 943.325 26.6714 0.0566 25.9379 0.0346 25.3239 0.0196 24.2181 0.0134 24.5162 0.0146 24.472 0.0195 24.3787 0.0193
4630 214.984636 52.994306 6540.3447 995.6955 27.3128 0.0647 27.4416 0.0509 26.8989 0.034 25.8591 0.0239 26.2619 0.0301 26.1753 0.0452 26.0315 0.0559
4631 215.0078162 53.0113976 9112.5859 950.0135 26.2993 0.076 0.0 0.0 26.5624 0.0825 0.0 0.0 26.6431 0.0899 27.3855 0.1522 27.8789 0.3227
4632 214.9586897 52.9764236 3771.856 951.2611 28.7603 0.1717 0.0 0.0 28.5418 0.0978 27.0852 0.0498 27.2738 0.051 27.0537 0.0845 26.8653 0.0607
4633 215.0142333 53.0159301 9806.877 952.1384 0.0 0.0 0.0 0.0 28.6375 0.1666 27.8063 0.0883 27.0488 0.0812 0.0 0.0 27.564 0.1041
4634 215.0047481 53.0092004 8777.9365 951.2406 0.0 0.0 27.6099 0.1235 28.4878 0.0984 26.1984 0.0676 27.8041 0.0773 26.737 0.1019 27.0758 0.1157
4635 214.9403167 52.9633263 1772.4568 951.534 0.0 0.0 0.0 0.0 28.6369 0.1357 28.243 0.1886 27.2068 0.063 0.0 0.0 27.0623 0.0858
4636 214.9519127 52.9716847 3042.6025 944.517 0.0 0.0 28.2919 0.1483 27.9449 0.0768 26.1419 0.0375 25.8847 0.0241 25.8246 0.0376 25.1527 0.0306
4637 215.0109911 53.0137118 9462.4775 945.6745 28.0861 0.123 27.5941 0.1106 27.5876 0.0972 0.0 0.0 0.0 0.0 0.0 0.0 26.4357 0.0782
4638 214.9383824 52.9620524 1571.3008 943.6148 28.1617 0.1217 28.0915 0.0779 26.2496 0.065 26.4191 0.0386 26.4493 0.038 26.505 0.0617 26.4537 0.0715
4639 215.0010293 53.0066491 8382.2646 944.2682 27.9003 0.1181 27.7747 0.1078 28.7547 0.0893 27.1774 0.0577 26.9957 0.0456 27.4309 0.0876 27.8079 0.136
4640 214.9568155 52.9753463 3590.9587 931.8469 24.4747 0.0106 24.3926 0.0092 24.1628 0.006 22.8361 0.0033 23.2141 0.004 23.5184 0.0089 23.663 0.0069
4641 214.9811986 52.9925683 6229.8086 942.3566 28.2678 0.074 27.5437 0.0477 27.0401 0.028 25.9871 0.032 25.9609 0.0243 25.9167 0.0383 26.3155 0.0531
4642 215.0004527 53.0060888 8306.2598 955.5912 0.0 0.0 0.0 0.0 28.3034 0.1174 27.698 0.133 26.4942 0.0567 0.0 0.0 27.3911 0.1054
4643 215.0103432 53.0133756 9403.1904 936.3109 27.1146 0.0493 27.1475 0.0713 27.0052 0.0351 25.4869 0.0228 25.7473 0.0216 26.4231 0.0535 26.0265 0.0369
4644 215.0066634 53.0106715 8995.7002 942.9874 28.0404 0.1192 27.7815 0.0946 27.9455 0.0612 26.7192 0.0392 27.0269 0.0515 26.2368 0.076 27.0402 0.1173
4645 214.9799424 52.9918771 6111.3267 927.0814 25.4839 0.0185 24.8805 0.0115 24.4718 0.007 22.9509 0.0045 23.0848 0.0044 23.0992 0.0097 23.2428 0.0063
4646 214.9777939 52.9901418 5859.4355 942.6061 28.4279 0.0765 0.0 0.0 28.7098 0.0778 26.8749 0.0448 27.4539 0.0635 26.5279 0.0587 27.2003 0.0684
4647 214.96153 52.9785444 4089.4817 943.9043 28.7026 0.2124 28.8512 0.1994 28.0375 0.0971 27.3053 0.0598 27.3416 0.0521 0.0 0.0 27.2204 0.0876
4648 214.9968003 53.0037205 7929.877 938.3443 26.9068 0.0861 26.7373 0.0456 26.8298 0.0431 25.4785 0.0316 25.5359 0.024 25.5863 0.0382 25.8521 0.0491
4649 214.9530947 52.9728095 3196.3569 923.2527 26.8057 0.0719 27.9356 0.1001 27.0889 0.0443 25.4115 0.0402 25.9282 0.033 26.1891 0.0569 24.5104 0.0377
4650 214.9472423 52.9655332 2282.9805 1157.0051 28.7004 0.4772 27.0195 0.0714 28.9725 0.1652 0.0 0.0 28.6896 0.175 0.0 0.0 28.5053 0.1381
4651 214.9581909 52.9762506 3733.8413 937.5262 0.0 0.0 0.0 0.0 0.0 0.0 25.7454 0.0343 26.5109 0.0391 27.1711 0.0731 27.8151 0.1127
4652 214.9843856 52.994906 6582.4131 937.0921 0.0 0.0 0.0 0.0 0.0 0.0 27.7369 0.0861 27.5131 0.1044 27.2251 0.1031 28.0402 0.1849
4653 215.0084545 53.0121767 9210.8623 925.4999 25.8766 0.0211 25.5106 0.018 25.474 0.0122 23.9695 0.0068 24.0327 0.0072 24.1796 0.012 24.161 0.0096
4654 214.9271536 52.9541428 357.6696 936.1867 0.0 0.0 0.0 0.0 28.9112 0.1371 26.7791 0.0526 27.4462 0.0771 0.0 0.0 27.1627 0.0731
4655 214.9270832 52.951687 135.6889 1117.1848 26.9892 0.0666 27.1396 0.0713 26.8242 0.0431 24.4636 0.0125 24.7747 0.0156 24.572 0.0306 24.8228 0.0179
4656 215.0109297 53.013959 9481.7012 923.7638 25.4862 0.0207 25.0216 0.016 24.8298 0.0097 23.1908 0.0045 23.2028 0.0042 23.1902 0.0065 23.1977 0.0056
4657 215.0148781 53.0165686 9892.9365 938.5472 0.0 0.0 28.5539 0.1648 28.4392 0.1477 26.9357 0.087 28.1475 0.1301 0.0 0.0 26.9089 0.0984
4658 214.9463037 52.9681095 2469.9114 912.7451 24.474 0.0103 24.3102 0.008 24.0182 0.0052 22.6789 0.0031 22.6582 0.0029 22.6924 0.0052 22.9157 0.0051
4659 214.9948348 53.0025088 7732.918 924.3266 26.333 0.0429 26.3083 0.0333 26.0304 0.0212 24.6692 0.0134 24.6784 0.0113 24.9153 0.0218 24.6866 0.0202
4660 214.9633548 52.980049 4306.1914 928.4828 0.0 0.0 0.0 0.0 0.0 0.0 27.1931 0.0915 27.9673 0.201 26.7795 0.1369 26.1432 0.0315
